iter	RMSE
202	3964.200922
203	3961.10711
204	3954.833177
205	3949.894838
206	3945.266977
207	3938.138911
208	3928.506907
209	3919.414614
210	3915.103784
211	3906.737649
212	3898.960487
213	3895.542361
214	3889.382542
215	3879.602135
216	3872.034086
217	3865.356031
218	3859.110804
219	3851.160774
220	3848.835982
221	3847.068379
222	3836.153228
223	3830.285983
224	3826.528568
225	3819.051189
226	3809.985031
227	3800.25982
228	3793.851229
229	3791.958797
230	3785.599257
231	3783.240845
232	3781.224733
233	3771.999716
234	3766.21524
235	3760.43944
236	3755.516854
237	3750.080576
238	3741.130986
239	3734.616389
240	3728.521469
241	3719.438669
242	3714.013211
243	3707.915077
244	3696.789331
245	3690.166669
246	3686.813896
247	3684.403124
248	3674.905991
249	3673.188073
250	3669.544315
251	3667.56602
252	3659.1733
253	3657.783264
254	3656.221428
255	3647.57937
256	3642.233788
257	3640.160597
258	3633.398943
259	3627.980844
260	3622.704948
261	3615.38929
262	3610.424583
263	3603.837465
264	3598.365878
265	3592.858495
266	3591.074149
267	3585.143797
268	3579.727813
269	3576.779093
270	3575.320133
271	3567.785064
272	3559.884301
273	3552.893028
274	3550.072522
275	3544.976409
276	3540.211247
277	3535.096809
278	3533.769853
279	3526.609841
280	3520.884705
281	3519.532938
282	3513.413906
283	3507.573357
284	3502.66673
285	3494.187836
286	3489.36985
287	3488.049829
288	3486.751687
289	3478.602147
290	3472.838006
291	3466.929185
292	3461.188645
293	3455.611482
294	3450.192935
295	3442.318303
296	3441.041595
297	3433.391505
298	3428.991922
299	3423.014522
300	3417.159949
301	3411.741559
302	3409.520014
303	3404.234708
304	3399.099635
305	3392.898361
306	3388.617522
307	3383.057414
308	3378.043499
309	3373.171955
310	3371.935774
311	3365.927969
312	3361.52292
313	3357.486076
314	3352.549043
315	3348.262916
316	3337.763587
317	3332.523365
318	3328.39992
319	3324.536464
320	3317.73594
321	3307.633804
322	3306.104886
323	3302.315057
324	3292.454257
325	3287.554241
326	3284.97621
327	3275.383903
328	3271.701044
329	3268.068481
330	3265.532082
331	3261.961308
332	3252.608412
333	3246.34453
334	3241.531872
335	3239.038441
336	3235.482806
337	3226.340119
338	3223.886375
339	3220.397738
340	3216.751837
341	3214.341885
342	3210.924612
343	3204.850681
344	3201.482391
345	3195.572976
346	3192.25311
347	3189.874034
348	3184.117189
349	3181.776272
350	3176.176595
351	3171.90058
352	3163.040931
353	3160.728258
354	3156.557843
355	3151.758317
356	3149.48243
357	3145.368028
358	3141.151104
359	3135.741845
360	3131.070573
361	3128.821402
362	3124.828396
363	3120.250777
364	3116.151767
365	3113.935953
366	3109.448512
367	3105.561908
368	3097.147502
369	3094.961905
370	3091.789778
371	3088.016804
372	3085.867768
373	3082.156884
374	3075.392624
375	3070.995313
376	3067.914401
377	3064.268894
378	3060.686116
379	3058.557657
380	3051.926541
381	3049.832495
382	3046.838993
383	3040.326466
384	3037.207703
385	3035.14396
386	3028.741348
387	3025.82249
388	3022.958145
389	3019.384736
390	3014.878425
391	3009.750049
392	3007.703663
393	3004.289084
394	2999.29694
395	2997.279552
396	2994.294436
397	2989.431473
398	2986.489183
399	2984.499842
400	2979.762385
401	2976.860776
402	2972.251566
403	2970.285301
404	2963.97608
405	2961.109725
406	2959.173933
407	2956.350824
408	2951.853272
409	2949.070857
410	2944.694646
411	2942.780085
412	2940.036379
413	2935.772008
414	2933.886082
415	2929.733523
416	2925.383453
417	2922.691094
418	2920.040795
419	2915.992068
420	2912.004539
421	2908.311331
422	2905.708457
423	2903.146226
424	2896.915949
425	2892.997271
426	2890.467475
427	2886.892143
428	2885.045039
429	2878.921842
430	2876.436656
431	2873.990189
432	2871.581828
433	2867.723834
434	2863.915843
435	2860.46691
436	2856.737085
437	2852.643856
438	2849.290009
439	2846.945595
440	2844.637659
441	2841.371512
442	2839.565075
443	2837.30136
444	2831.275987
445	2829.043199
446	2826.845112
447	2823.380995
448	2821.603575
449	2818.454016
450	2816.299427
451	2814.178345
452	2808.252295
453	2806.499281
454	2804.406093
455	2800.79324
456	2799.066631
457	2797.003002
458	2793.972069
459	2791.948665
460	2790.249695
461	2784.417137
462	2782.420301
463	2780.454459
464	2776.939321
465	2775.261147
466	2773.32313
467	2770.405737
468	2768.505344
469	2766.854117
470	2764.001581
471	2762.137082
472	2760.30152
473	2754.563448
474	2752.935016
475	2751.123443
476	2747.947308
477	2746.165178
478	2743.422063
479	2741.822275
480	2740.073675
481	2734.430439
482	2732.705371
483	2731.007021
484	2727.643586
485	2726.062622
486	2724.388418
487	2721.746315
488	2715.36098
489	2711.74822
490	2710.191007
491	2703.993686
492	2700.443955
493	2696.131271
494	2693.606228
495	2692.072856
496	2686.057685
497	2682.639781
498	2681.131602
499	2675.236969
500	2671.084883
501	2668.649128
502	2662.638474
503	2661.772605
504	2660.919973
505	2656.882497
506	2654.511122
507	2648.809544
508	2644.87541
509	2642.568891
510	2640.308714
511	2635.73001
512	2632.555938
513	2631.712412
514	2629.335965
515	2625.554581
516	2623.337388
517	2617.511375
518	2614.346097
519	2612.029781
520	2608.973532
521	2606.722631
522	2603.097037
523	2600.936814
524	2595.210461
525	2593.090799
526	2590.133612
527	2587.955427
528	2584.466552
529	2582.383077
530	2577.946757
531	2575.377913
532	2572.329277
533	2569.80583
534	2566.975097
535	2564.514421
536	2562.563819
537	2560.06616
538	2554.455729
539	2553.387596
540	2551.484681
541	2549.912686
542	2547.897008
543	2545.514747
544	2543.086164
545	2537.891601
546	2536.862689
547	2535.028366
548	2533.072613
549	2528.727367
550	2526.928437
551	2525.93606
552	2524.182207
553	2521.823669
554	2516.806148
555	2512.536284
556	2511.570963
557	2509.864934
558	2507.968867
559	2506.415646
560	2504.74049
561	2499.324716
562	2498.389683
563	2496.672503
564	2491.852029
565	2489.508333
566	2487.200053
567	2485.333592
568	2484.42036
569	2483.032129
570	2480.754597
571	2478.471182
572	2473.807807
573	2471.570035
574	2469.753684
575	2468.863048
576	2467.5057
577	2463.137951
578	2461.611459
579	2460.274922
580	2455.12853
581	2454.270237
582	2452.959485
583	2449.778304
584	2444.944222
585	2441.824034
586	2437.565769
587	2436.728517
588	2435.448099
589	2433.298905
590	2429.110803
591	2428.295398
592	2427.04258
593	2422.831644
594	2421.600889
595	2419.08638
596	2418.299913
597	2417.093355
598	2412.488231
599	2409.473933
600	2405.371217
601	2404.602666
602	2403.420564
603	2401.353423
604	2397.314959
605	2396.564691
606	2395.405874
607	2390.939412
608	2387.996722
609	2384.027807
610	2380.122883
611	2379.389229
612	2378.251686
613	2376.709565
614	2374.551458
615	2373.833398
616	2372.716979
617	2371.204247
618	2367.349929
619	2366.247436
620	2364.139466
621	2362.076005
622	2361.378604
623	2359.898926
624	2358.816271
625	2356.43974
626	2352.632004
627	2348.885064
628	2348.202322
629	2347.140017
630	2345.666345
631	2343.337657
632	2340.384376
633	2337.476106
634	2335.494375
635	2334.042784
636	2331.772522
637	2328.901948
638	2326.074853
639	2324.156242
640	2321.371585
641	2319.939506
642	2317.721217
643	2314.972365
644	2312.264808
645	2310.466245
646	2306.604068
647	2303.932152
648	2300.115076
649	2297.478093
650	2294.880463
651	2291.10301
652	2288.539159
653	2284.146262
654	2281.61765
655	2280.183145
656	2278.77037
657	2276.566221
658	2274.702867
659	2272.513606
660	2268.186411
661	2265.683862
662	2263.962802
663	2261.497209
664	2257.228609
665	2255.840048
666	2253.406178
667	2251.715528
668	2247.955648
669	2245.552778
670	2243.185231
671	2238.968095
672	2236.674983
673	2235.305977
674	2232.966372
675	2228.809447
676	2227.047427
677	2225.717343
678	2223.917371
679	2221.691509
680	2219.377074
681	2217.716657
682	2214.964502
683	2210.862471
684	2209.164814
685	2207.007579
686	2205.345692
687	2204.087951
688	2201.425114
689	2199.124726
690	2197.488107
691	2193.725748
692	2191.45407
693	2188.175934
694	2186.449228
695	2183.824316
696	2179.768774
697	2179.055963
698	2177.438896
699	2176.378219
700	2175.523464
701	2173.933635
702	2171.883423
703	2170.678769
704	2168.664675
705	2167.055788
706	2163.801814
707	2162.957952
708	2161.414646
709	2157.084339
710	2155.433397
711	2154.60051
712	2150.381297
713	2148.785715
714	2147.286889
715	2144.873898
716	2141.136335
717	2137.446283
718	2135.966956
719	2131.873453
720	2129.629933
721	2126.428179
722	2124.978045
723	2123.409677
724	2119.400203
725	2118.570477
726	2117.149419
727	2115.601778
728	2114.783472
729	2113.257897
730	2112.45171
731	2110.883667
732	2110.089675
733	2108.69911
734	2106.414266
735	2102.746002
736	2098.828169
737	2096.154356
738	2094.78771
739	2093.319708
740	2092.533987
741	2091.195099
742	2089.006073
743	2085.373676
744	2081.78693
745	2080.46449
746	2076.681867
747	2074.463265
748	2072.930046
749	2068.953654
750	2067.65853
751	2066.242834
752	2065.45949
753	2061.775419
754	2058.635123
755	2057.36906
756	2056.596465
757	2055.352606
758	2051.322097
759	2049.241015
760	2045.310774
761	2043.12281
762	2040.96719
763	2037.929014
764	2036.705348
765	2034.648304
766	2032.124008
767	2030.917893
768	2026.750076
769	2025.979291
770	2025.220588
771	2024.473749
772	2021.597224
773	2020.410013
774	2016.836814
775	2014.003492
776	2011.013395
777	2010.272814
778	2009.110804
779	2005.603322
780	2004.467018
781	2001.671533
782	1999.176664
783	1998.443632
784	1997.326802
785	1995.365112
786	1992.899851
787	1992.177521
788	1991.075806
789	1987.671605
790	1984.906708
791	1982.462492
792	1981.747908
793	1980.669752
794	1977.330666
795	1976.276331
796	1972.556916
797	1969.837919
798	1966.947876
799	1966.238314
800	1965.203261
801	1963.325041
802	1960.933061
803	1960.23371
804	1959.212493
805	1955.960957
806	1954.962227
807	1952.275148
808	1949.902003
809	1949.209511
810	1948.22759
811	1945.042244
812	1942.388068
813	1938.859214
814	1935.374136
815	1934.410356
816	1933.721971
817	1932.774732
818	1930.977676
819	1927.526459
820	1924.903973
821	1922.09832
822	1921.416584
823	1920.480323
824	1917.366463
825	1913.949973
826	1913.162235
827	1912.386365
828	1911.711424
829	1907.981435
830	1907.217201
831	1903.535512
832	1899.901136
833	1899.01534
834	1895.427401
835	1894.685892
836	1891.144041
837	1887.647496
838	1886.917311
839	1883.465484
840	1880.057706
841	1879.20682
842	1878.529014
843	1875.162948
844	1871.839754
845	1871.130191
846	1867.849187
847	1867.150201
848	1863.954441
849	1860.798516
850	1859.97838
851	1859.303022
852	1856.183853
853	1855.501858
854	1852.420616
855	1851.747916
856	1851.079439
857	1848.034351
858	1847.243222
859	1844.234854
860	1843.573521
861	1840.601392
862	1839.944488
863	1837.008469
864	1836.360471
865	1835.705918
866	1832.804334
867	1832.039819
868	1829.173216
869	1828.541619
870	1827.893743
871	1825.060765
872	1824.315911
873	1821.517093
874	1820.45073
875	1819.834018
876	1819.197823
877	1816.429663
878	1813.696076
879	1813.086385
880	1812.457201
881	1809.755734
882	1806.193254
883	1805.470274
884	1802.796521
885	1802.141721
886	1796.822585
887	1793.307107
888	1792.716853
889	1789.243164
890	1786.610616
891	1786.026717
892	1783.426206
893	1782.797368
894	1782.103296
895	1778.658545
896	1776.083689
897	1775.453862
898	1770.333276
899	1766.935396
900	1766.369965
901	1763.839553
902	1760.477469
903	1759.802773
904	1757.298446
905	1756.671017
906	1753.343049
907	1752.730247
908	1747.296733
909	1744.020382
910	1741.547825
911	1740.996077
912	1737.754263
913	1735.307472
914	1734.648218
915	1732.231063
916	1731.692239
917	1728.478519
918	1726.086545
919	1725.494131
920	1720.256668
921	1717.088367
922	1713.959264
923	1711.598701
924	1710.955019
925	1708.623088
926	1708.097794
927	1704.995957
928	1700.349757
929	1699.711506
930	1696.655773
931	1696.02504
932	1693.728726
933	1690.705098
934	1690.188455
935	1687.916247
936	1687.406764
937	1686.773522
938	1683.779513
939	1681.530243
940	1676.585414
941	1673.634842
942	1670.720821
943	1670.103174
944	1667.518362
945	1667.014999
946	1664.818639
947	1661.929064
948	1659.398958
949	1658.796132
950	1656.527737
951	1654.293097
952	1652.091627
953	1649.922758
954	1647.785931
955	1645.680601
956	1643.606233
957	1641.562305
958	1639.548307
959	1637.563737
960	1636.359773
961	1634.532101
962	1633.342631
963	1631.404734
964	1629.620534
965	1628.53564
966	1627.674736
967	1625.784158
968	1624.100387
969	1622.355824
970	1620.704135
971	1618.859339
972	1618.211282
973	1617.573396
974	1616.945493
975	1616.298704
976	1615.129929
977	1613.467106
978	1612.830332
979	1612.205862
980	1611.59343
981	1610.439818
982	1609.839041
983	1608.700893
984	1604.280581
985	1603.561819
986	1601.942226
987	1601.242639
988	1600.123871
989	1599.440609
990	1598.770529
991	1597.671999
992	1595.485822
993	1594.970368
994	1592.810995
995	1592.303529
996	1590.170633
997	1589.670991
998	1587.564252
999	1587.072278
